ABORT_PENALTY,CC_ALG,CLV_RETIRE_OFF,CLV_RETIRE_ON,DEBUG_BENCHMARK,DEBUG_CLV,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,MAX_TXN_PER_PART,MERGE_HS,NUM_WH,PERC_PAYMENT,PRIORITIZE_HS,REORDER_WH,SPINLOCK,THREAD_CNT,WORKLOAD,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,16,TPCC,30585,0,0,6.232303,0.000000,0.000000,2.428706,3.670748,0.442030,3.786185,0.640759,6.020295,0.000000,0.000000,0.000000,0.000054,86.683982,295269.314596,1.667166,11.268450,0.268374,20.376413,0.386476,0.298455,57.754276,1599695
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,8,TPCC,195314,0,0,3.142617,0.000000,0.000000,0.858498,1.745397,0.230001,2.064647,0.369235,1.248315,0.000000,0.000000,0.000000,0.000028,22.225707,287064.346588,4.849049,4.187843,0.126405,6.960221,0.206532,0.164225,7.632816,797526
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,4,TPCC,83188,0,0,0.767992,0.000000,0.000000,0.251221,0.430942,0.071017,0.495389,0.100407,0.090193,0.000000,0.000000,0.000000,0.000010,3.837615,411468.088118,0.700249,0.892895,0.050586,1.724999,0.082780,0.063808,0.456008,394764
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,2,TPCC,2,0,0,0.084619,0.000000,0.000000,0.037793,0.000000,0.000000,0.045240,0.014851,0.002428,0.000000,0.000000,0.000000,0.000003,0.504824,790401.535723,0.000012,0.099953,0.023619,0.268577,0.025484,0.017782,0.011342,199507
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,1,TPCC,0,0,0,0.008401,0.000000,0.000000,0.015424,0.000000,0.000000,0.003634,0.005826,0.001156,0.000000,0.000000,0.000000,0.000001,0.147542,677772.502298,0.000000,0.024794,0.007324,0.065966,0.006304,0.002740,0.000000,100000
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,16,TPCC,30976,0,0,6.510526,0.000000,0.000000,2.524610,3.878399,0.507958,4.113138,0.689634,7.011606,0.000000,0.000000,0.000000,0.000057,91.748976,278928.715602,1.731682,12.679427,0.301088,22.126737,0.399511,0.316607,60.751009,1599464
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,8,TPCC,189542,0,0,3.179183,0.000000,0.000000,0.865592,1.769139,0.225454,2.092421,0.381244,1.224576,0.000000,0.000000,0.000000,0.000028,22.553610,283022.364014,4.804420,4.221246,0.128196,7.060848,0.209484,0.166413,7.852108,797897
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,4,TPCC,81514,0,0,0.781054,0.000000,0.000000,0.248387,0.436525,0.071911,0.503070,0.099045,0.091441,0.000000,0.000000,0.000000,0.000010,3.860490,410465.032764,0.696638,0.897869,0.052495,1.743354,0.080421,0.061711,0.447191,396149
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,2,TPCC,2,0,0,0.094582,0.000000,0.000000,0.042545,0.000000,0.000000,0.053089,0.015606,0.002449,0.000000,0.000000,0.000000,0.000003,0.549067,722374.190253,0.000015,0.111751,0.023342,0.297296,0.028018,0.020275,0.015388,198316
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,1,TPCC,0,0,0,0.008343,0.000000,0.000000,0.015318,0.000000,0.000000,0.003643,0.005825,0.001154,0.000000,0.000000,0.000000,0.000001,0.146767,681351.146578,0.000000,0.024793,0.007244,0.065531,0.006300,0.002743,0.000000,100000
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,16,TPCC,35211,0,0,6.529546,0.000000,0.000000,2.572585,3.954878,0.511269,4.238410,0.710700,7.626629,0.000000,0.000000,0.000000,0.000058,93.331088,274119.337420,1.958980,13.441599,0.277806,22.894842,0.406595,0.323536,61.177507,1598991
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,8,TPCC,192740,0,0,3.097050,0.000000,0.000000,0.879643,1.765292,0.243056,2.087069,0.382354,1.235865,0.000000,0.000000,0.000000,0.000028,22.496439,283879.949139,4.839685,4.216667,0.129160,6.979625,0.208162,0.166053,7.858905,798286
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,4,TPCC,83958,0,0,0.803701,0.000000,0.000000,0.257462,0.448811,0.074092,0.515016,0.102766,0.093707,0.000000,0.000000,0.000000,0.000010,3.937881,404478.424956,0.719435,0.923250,0.050550,1.785181,0.081592,0.062566,0.468174,398197
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,2,TPCC,2,0,0,0.083617,0.000000,0.000000,0.037860,0.000000,0.000000,0.044785,0.014732,0.002409,0.000000,0.000000,0.000000,0.000003,0.501308,795187.357291,0.000018,0.099126,0.023379,0.265854,0.025174,0.017499,0.011255,199317
1,CLV,17,2,true,false,true,false,false,100000,false,1,1,false,true,true,1,TPCC,0,0,0,0.008172,0.000000,0.000000,0.015452,0.000000,0.000000,0.003634,0.005816,0.001156,0.000000,0.000000,0.000000,0.000001,0.147092,679845.313980,0.000000,0.024788,0.007323,0.065980,0.006288,0.002742,0.000000,100000
